Gene_Id	CP08174_T1R_T-ENSEMBL	CP09800_T1R_T-ENSEMBL	CP07805_T1R_T-ENSEMBL	CP07552_T1R_T-ENSEMBL	CP06649_T1R_T-ENSEMBL	CP10449_T1R_T-ENSEMBL	CP07152_T1R_T-ENSEMBL
PKHD1	3.04	0.95	2.62	0.01	0.43	2.94	0.86
PKHD1L1	2.74	2.14	0.18	0.76	1.24	1.13	1.52
PKIA	1.47	3.58	1.06	1.99	3.04	3.23	0.41
PKIB	3.4	5.31	1.18	2.74	2.95	2.27	1.61
PKIG	3.35	3.47	2.51	2.53	2.14	2.31	2.63
PKLR	3.39	1.18	2.37	0	1.48	0.75	1.2
PKM	8.32	9.64	10.17	10.84	9.04	10.14	9.85
PKMYT1	6.9	6.72	2.83	3.6	4.37	5.93	1.74
PKN1	6.73	7.63	5.23	5.27	5.93	8.02	4.5
PKN2	5.56	4.89	5.42	5.46	4.76	6.45	3.91
PKN3	3.68	3.23	1.88	1.05	2.52	2.94	1.81
PKNOX1	5.08	5.62	2.92	3.92	4.56	4.14	2.63
PKNOX2	2.56	0.56	0.74	0.57	2.03	0.77	0.74
PKP1	4.31	2	3.41	0.3	0.96	5.44	0.96
PKP2	4.33	4.41	7.11	4.78	3.81	5.08	3.38
PKP3	4.07	4.26	4.8	1.55	2.83	6.9	3.21
PKP4	5.88	7.12	5.11	6.97	6.75	5.34	4.53
PLA1A	3.05	0.77	1.67	1.92	3.77	2.64	1.88
PLA2G10	2.26	1.43	2.07	0.49	0.77	1.82	0.5
PLA2G12A	6.67	5.03	4.11	4.53	5.52	4.98	3.67
PLA2G12B	2.5	0.82	1.16	0	0.07	0.48	0.64
PLA2G15	4.29	2.52	2.21	1.49	2.34	4.58	2.42
PLA2G1B	4.15	1.96	0.12	0.08	0.55	0.38	0.81
PLA2G2A	3.84	0.97	4.61	4.33	10.2	6.38	8.27
PLA2G2C	2.8	1.37	0.3	0.01	0.55	1.67	0
PLA2G2D	1.27	0.12	0.2	0.9	0.12	0.07	0.86
PLA2G2E	2.23	0.69	0.07	0	0.31	0.36	0
PLA2G2F	1.63	0.18	0.07	0	0.78	0.23	0
PLA2G3	2.38	0.96	0	0.53	0.21	0.2	0
PLA2G4A	2.06	0.99	2.92	2.41	1.04	2.7	2.35
PLA2G4B	5.1	4.75	2.21	1.55	1.42	3.48	0.99
PLA2G4C	5.88	3.96	1.81	2.36	2.44	4.38	2.74
PLA2G4D	2.3	1.46	0.07	0.04	0.01	0.66	0
PLA2G4E	2.18	0.86	0.29	0.15	0.15	0.33	0.06
PLA2G4F	3.1	0.51	0.74	0.03	0.3	1.06	0.31
PLA2G5	2.46	0.68	0.72	0.65	0.25	0.33	0.66
PLA2G6	6.79	7.29	2.61	3.87	4.44	5.54	3.13
PLA2G7	2.33	2.18	4.8	6.11	6.7	3.3	4.27
PLA2R1	4.1	1.4	2.32	1.09	1.36	2.8	1.43
PLAA	4.67	5.2	4.56	5.38	6.24	4.97	3.68
PLAAT1	3.24	0.37	0.21	0	1.14	2.1	0.9
PLAAT2	2.22	0.61	1.66	0	0.84	0.82	0.12
PLAAT3	3.81	4.06	5.22	1.86	4.88	4.86	3.94
PLAAT4	2.63	2.47	3.49	3.84	6.97	4.66	4.76
PLAAT5	2.91	1.33	0.29	0	0.56	0.44	0.37
PLAC1	3.9	0.85	0.43	0.06	0.59	0.25	0
PLAC8	2.53	2.2	6.58	6.68	2.24	3	3.15
PLAC8L1	2.91	1.62	0.59	0.23	0.37	0.99	0.18
PLAC9	3.87	1.45	2.79	1.3	0.99	2.25	1.15
PLAG1	3.24	2.5	1.12	0.55	0.64	4.14	1.41
PLAGL1	6.1	3.61	1.69	2.4	2.21	1.68	2.99
PLAGL2	2.94	3.27	0.68	1.08	0.93	2.38	0.93
PLAT	3.09	2.6	4.22	2.45	6.4	6.19	2.87
PLAU	2.28	1.98	4.59	2.2	1.3	7.36	3.51
PLAUR	5.41	4.6	4.52	3.49	2.58	7.33	4.77
PLB1	4.22	4.04	1.6	2.32	2.05	3.39	2.39
PLBD1	3.06	2.74	3.9	3.17	2.88	6.97	5.15
PLBD2	7.11	3.81	3.75	3.29	2.9	5.34	3.16
PLCB1	4.07	5.22	2.81	3.83	3.48	2.88	2.48
PLCB2	3.97	3.67	2.74	3.76	2.77	5.14	3.45
PLCB3	4.06	4.11	3.37	2.31	2.41	4.82	2.11
PLCB4	1.59	6.19	2.12	4.51	2.36	2.04	1.88
PLCD1	5.86	3.45	5.19	3.63	3.82	5.39	3.2
PLCD3	6.25	3.31	4.67	0.39	2.8	6.84	3.6
PLCD4	2.83	1.7	0.97	0.81	0.83	1.28	0.46
PLCE1	4.97	4.26	4.03	2.81	3.66	2.79	1.86
PLCG1	6.87	6.47	4.47	5.77	5.73	5.18	5.32
PLCG2	4.58	5.24	3.49	3.47	1.9	4.76	3.11
PLCH1	2.19	1.38	0.29	0.58	2.72	3.9	1.05
PLCH2	4.13	1.17	1.78	0.28	0.4	4.27	0.78
PLCL1	3.26	3.54	0.95	2.58	1.33	1.93	1.17
PLCL2	3.65	3.67	2.15	3.04	3.04	3.74	2.63
PLCXD1	4.68	4.37	3.25	4.02	4.32	3.71	2.95
PLCXD2	2.6	2.17	2.09	1.64	0.45	0.99	1.01
PLCXD3	1.76	0.18	0.16	0.03	0.07	0.06	0.18
PLCZ1	3.12	1.42	1.14	0.01	0.46	0.91	0.32
PLD1	5.97	4.03	4.78	4.45	4.78	6.66	3.66
PLD2	5.45	4.06	3.46	2.65	3.68	5.04	3.24
PLD3	8.13	7.11	5.46	5.17	4.44	7.1	5.28
PLD4	4.47	1.9	1.46	1.36	0.8	1.74	1.06
PLD5	4.16	2.67	0.1	0.33	2.29	0.14	0.1
PLD6	2.9	0.84	0.28	0.31	0.99	0.58	0.23
PLEC	5.29	6.43	8.12	4.78	5.52	10.67	7.47
PLEK	0.68	1.12	2.05	2.74	1.65	2.39	3.03
PLEK2	4.6	3.88	3.66	2.24	1.58	5.62	2.64
PLEKHA1	3.28	5.42	3.52	3.97	3.33	4.33	3.79
PLEKHA2	4.07	5.45	3.48	4.97	4.27	5.04	3.82
PLEKHA3	4.53	5.05	3.65	4.21	5	4.9	3.54
PLEKHA4	5.69	2.91	1.88	1.34	0.98	4.05	2.16
PLEKHA5	4.81	5.12	5.29	4.58	2.78	5.82	4.23
PLEKHA6	2.74	5.16	2	1.87	3.08	4.46	1.93
PLEKHA7	5.29	6.89	4.85	3.9	3.59	5.16	3.39
PLEKHA8	4.24	3.22	2.01	3.13	3.44	3.9	2.27
PLEKHB1	3.65	5.76	1.55	2.79	1.08	4.62	3.43
PLEKHB2	4.35	3.91	3.2	3.08	2.3	4.11	3.29
PLEKHD1	2.25	1.15	0.07	0.16	1.12	0.25	0.07
PLEKHF1	3.63	1.03	1.04	0.53	1.09	2.42	1.24
PLEKHF2	4.12	4.93	3.69	3.97	5.01	4.81	3.23
PLEKHG1	3.9	2.99	2.5	2.27	1.72	5.27	1.97
PLEKHG2	6.13	5.23	2.86	4.01	2	5.86	2.87
PLEKHG3	4.62	6.23	2.24	2.89	3.08	6.17	2.44
PLEKHG4	5.64	2.93	0.81	2.19	1.01	4.18	3.4
PLEKHG4B	4.41	7.42	0.86	3.27	1.64	0.7	0.34
PLEKHG5	5.56	6.58	4.03	4.9	3.73	5.93	3.93
PLEKHG6	4.73	3.51	3.53	0.5	0.88	6.1	1.73
PLEKHG7	3.17	1.72	0.23	0.21	0.9	0.63	0.11
PLEKHH1	5.78	5.51	3	3.81	3.71	2.57	3.09
PLEKHH2	4.73	2.86	1.42	4.16	4.4	2.03	1.87
PLEKHH3	4.83	3.02	0.91	0.87	2.51	3.48	0.87
PLEKHJ1	5.71	5.55	1.64	1.8	2.25	3.94	0.91
PLEKHM1	6.61	5.92	6.32	5.29	6.05	6.68	5.12
PLEKHM2	5.42	5.88	4.36	3.38	3.89	5.34	2.93
PLEKHM3	3.48	3.39	1.83	1.98	2.67	3.15	2.03
PLEKHN1	4.13	0.82	1.9	0.25	0.53	3.59	0.86
PLEKHO1	5.67	3.59	2.38	3.7	2.06	4.45	3.55
PLEKHO2	3.55	1.55	0.94	1.1	0.55	2.98	1.65
PLEKHS1	2.91	0.84	2.02	0.1	5.65	2.3	0.78
PLET1	2	0.59	0.04	0.14	0.11	0.34	0.12
PLG	4.86	2.14	9.84	1.94	2.28	4.91	7.65
PLGLB1	3.81	3.87	5.17	1.76	1.2	3.61	3.81
PLGLB2	2.67	1.33	7.67	3.26	1.64	4	5.62
PLGRKT	2.36	3	2.27	2.55	4.63	3.83	2.56
PLIN1	2.72	1.45	0.89	0.11	0.62	0.97	0.43
PLIN2	4.28	3.94	4.95	4.34	4.15	6.01	4.82
PLIN3	7.26	1.48	3.98	1.54	2.18	6.14	2.74
PLIN4	3.65	1.65	2.48	0.78	1.52	1.07	2.08
PLIN5	3.97	1.9	2.07	0.15	0.49	1.55	0.78
PLK1	5.98	5.62	3.65	4.58	4.87	5.45	3.61
PLK2	6.01	6.61	5.78	4.16	3.49	5.37	5.3
PLK3	5.8	4.98	2.69	1.97	1.61	5.43	3.13
PLK4	5.25	3.58	2.85	4.99	5	4.1	2.7
PLK5	4.83	1.04	0.14	0.04	0.26	1.66	0.14
PLLP	3.3	2.46	2.02	0.76	0.25	2.37	1.22
PLN	1.6	1.59	0.81	2.86	0.5	0.41	1.41
PLOD1	6.63	4.87	6.02	5.44	4.76	7.4	6.06
PLOD2	4.64	5.42	5.57	7.4	4.45	7.16	5.6
PLOD3	7.75	7.39	6.03	5.91	6.06	7.37	6.15
PLP1	4.79	1.12	0.96	1.13	1.56	0.85	0.39
PLP2	7.69	6.87	6.81	6.89	7.36	7.99	6.94
PLPBP	4.77	5.91	4.04	4.51	5.71	5.44	5.23
PLPP1	5.4	4.68	2.95	3.92	5.49	3.59	3.47
PLPP2	4.68	2.78	4.21	3.97	3.91	6.64	2.72
PLPP3	3.58	2.78	4.35	3.52	1.7	3.61	2.62
PLPP4	1.61	1.08	0.81	0.08	0.44	0.9	0.5
PLPP5	4.9	5.79	2.92	4	5.8	5.01	4.38
PLPP6	2.84	3.69	0.55	0.72	1.1	2.58	0.41
PLPP7	4.19	0.57	0.04	0.03	0.03	0.7	0.01
PLPPR1	3.09	0.72	1.01	1.74	3.8	0.56	0.19
PLPPR2	5.68	3.9	1.73	1.49	2.16	3.11	0.77
PLPPR3	4.53	1.23	0.12	0.04	0.38	1.29	0
PLPPR4	3.01	1.62	0.1	0.65	0.4	0.45	0.04
PLPPR5	1.38	0.19	0.03	0	0.07	0.04	0
PLRG1	6.42	5.43	4.91	5.8	6.02	5.37	3.98
PLS1	3.09	4.46	4.47	5.53	3.8	5.12	3.56
PLS3	4.65	3.36	6.19	6.39	6.23	6.95	5.02
PLSCR1	5.5	4.81	6.14	6.51	6.66	7.22	5.48
PLSCR2	2.25	1.48	0.51	1.5	0.67	2.08	0.16
PLSCR3	3.97	2.19	2.92	1.29	1.18	4.14	2.29
PLSCR4	4.63	2.08	3.5	3.04	2.65	4.23	3.58
PLSCR5	1.87	0.96	0.06	0	0.31	0.85	0.06
PLTP	3.7	3.69	4.12	3.68	3.44	4.86	5.5
PLVAP	5.49	4.34	3.22	4.21	3.48	3.37	3.66
PLXDC1	4.5	4.46	2.03	5.2	2.4	3.57	2.05
PLXDC2	5.52	3.62	3.97	4.43	3.18	5.53	4.44
PLXNA1	4.58	4.36	4.31	3.88	1.95	7.4	3.08
PLXNA2	4.4	6.28	2.89	2.94	3.04	4.71	1.81
PLXNA3	6.93	6.73	4.51	4.8	5.95	7.91	4.67
PLXNA4	3.71	4.25	0.93	0.8	1.05	0.89	1.64
PLXNB1	5.8	8.46	4.43	4.36	5.21	6.55	4.22
PLXNB2	6.47	7.58	6.75	5.2	6.2	8.56	4.99
PLXNB3	5.51	1.79	2.17	1.98	2.01	5.07	1.4
PLXNC1	4.96	4.37	2.33	3.5	2.97	3	2.85
PLXND1	6.51	6.97	5.03	5.83	3.97	8.25	4.94
PM20D1	2.91	1.65	0.11	0.14	0.36	0.14	0.24
PM20D2	2.16	3.16	0.82	2.78	4.21	1.21	1.21
PMAIP1	2.44	5.51	1.01	2.02	1.46	4.1	1.14
PMCH	1.97	0.26	0.62	0.64	0.66	1.63	1
PMEL	4.6	3.74	1.43	1.1	1.03	2.69	1.08
PMEPA1	3.92	2.57	3.91	1.54	1.36	8.54	2.66
PMF1	4.04	4.12	2.61	2.67	3.31	4.27	2.89
PMF1-BGLAP	4.04	4.16	3.12	2.55	3.59	3.72	1.66
PMFBP1	4.31	3.53	0.5	1.1	0.94	2.13	1.14
PMIS2	0.7	0	0	0	0	0	0
PML	6.05	5.51	3.72	5.19	3.38	6.16	4.35
PMM1	5.45	3.93	3.07	2.46	3.17	4.79	2.45
PMM2	4.87	5.15	6.01	7.2	6.05	5.75	5.31
PMP2	0.71	0.7	0	0.26	0.08	0.04	0.03
PMP22	4.07	3.88	4.17	4.5	2.68	5.25	5.22
PMPCA	6.19	5.47	4.92	6.27	7.06	5.65	4.96
PMPCB	5.95	6.6	4.98	5.86	6.29	5.01	4.49
PMS1	4.51	5.34	4.35	6.51	5.98	4.2	4.56
PMS2	4.33	4.33	5.53	6.06	6.18	3.87	4.71
PMVK	4.22	4.24	3.76	2.41	4.35	4.57	2.83
PNCK	4.8	2.06	0.5	0.43	0.52	1.48	0.29
PNISR	7	7.26	4.5	6.64	7.3	5.61	4.62
PNKD	5.83	5.66	4.45	3.53	4.75	5.5	4.89
PNKP	9.33	8.67	4.88	5.9	6.14	6.63	5.71
PNLDC1	1.81	0.36	0.11	0.08	0.4	0.53	0.03
PNLIP	2.28	0.72	0.37	0	0.86	0	1.65
PNLIPRP1	3.55	0.12	0	0.07	0.48	0.63	0.08
PNLIPRP3	1.66	0.23	1.84	0	0.06	0.11	0
PNMA1	3.31	3.68	1.84	1.91	1.68	3.02	1.14
PNMA2	2.1	1.03	0.51	0.25	0.43	1.18	0.63
PNMA3	4.89	1.18	0.07	0.16	0.38	0.49	0.21
PNMA5	2.21	0.11	0.06	0	0.1	0.04	0
PNMA6A	1.34	1.75	0	2.38	0.2	0	0.44
PNMA6B	0	0	2.02	0	2.75	2.02	0.96
PNMA6D	6.47	5	0.1	4.05	0	1.54	0.51
PNMA6E	0.44	0.03	0	0	0.01	0	0
PNMA6F	0.42	0	0.03	0.01	0	0	0
PNMA8A	3.97	0.86	0.44	0.01	0.36	0.45	0.08
PNMA8B	3.14	0.51	0.03	0.04	0.16	0.74	0.16
PNMA8C	0.43	0	0.06	0.01	0	0	0
PNMT	3.7	1.04	0.18	0	0.62	1.99	0.28
PNN	5.99	7.68	5.69	7.54	8.11	5.57	5.55
PNO1	3.72	2.4	2.25	2.84	3.02	4.05	2.27
PNOC	2.06	0.95	0	0.07	0.14	0.28	0.06
PNP	4.52	5.44	6.42	5.71	4.33	5.56	4.64
PNPLA1	4.78	1.2	0.31	0.16	0.53	0.77	0.29
PNPLA2	7.13	6.45	4.87	4.17	4.06	6.19	3.64
PNPLA3	2.88	2.18	5.14	2	1.12	3.04	1.88
PNPLA4	2.7	2.6	2.44	3.31	4.87	3.28	2.82
PNPLA5	1.79	0.77	0.06	0	0.07	0.97	0
PNPLA6	7.82	6.75	4.69	4.81	4.71	6.81	5.09
PNPLA7	5.08	4.19	1.42	1.34	3.7	3.53	0.81
PNPLA8	4.91	5.54	4.14	5.4	5.03	4.63	3.74
PNPO	3.84	4.24	4.64	4.38	4.99	5.3	5.07
PNPT1	4.73	5.6	3.35	4.97	4.91	4.4	3.27
PNRC1	6.23	5.91	5.26	6.49	6.66	6.38	5
PNRC2	4.94	5.06	3.46	4.86	6.34	4.85	3.91
POC1A	3.86	3.93	2.26	1.92	3.21	3.31	1.93
POC1B	3.87	4.79	3.76	4.57	4.37	4.75	3.34
POC1B-GALNT4	2.71	2.44	0.44	0.52	0.77	2.52	0.45
POC5	4.66	4.62	2.07	3.7	4.56	4.01	2.01
PODN	3.71	3.07	1.52	2.16	0.45	2.05	3.16
PODNL1	4.08	0.86	0.58	0.12	0.06	3.76	1
PODXL	5.63	5.64	5.34	5.59	5.06	6.77	5.52
PODXL2	4.12	5.28	0.38	4.33	3.8	2.9	1.7
POF1B	1.79	3.2	3.35	4.9	4.49	0.11	3.74
POFUT1	4.51	4.82	3.46	3.33	2.87	4.44	3.52
POFUT2	5.01	4.42	3.97	3.64	4.22	4	2.6
POGK	4.05	4.92	2.06	2.5	2.8	4.69	1.97
POGLUT1	4.08	3.39	2.54	3.73	2.58	3.27	2.58
POGLUT2	3.07	3.73	1.76	3.02	3	3.16	1.95
POGLUT3	3.14	4.2	3.18	3.83	3.22	4.26	2.47
POGZ	7.62	7.79	5.5	6.1	6.08	6.99	4.39
POLA1	4.55	6.54	3.48	6.1	6.54	3.55	3.91
POLA2	5.2	6.08	2.94	4.45	3.7	3.43	2.47
POLB	3.93	4.69	4.26	3.88	5.33	4.13	4.12
POLD1	6.76	6.39	2.64	2.78	2.54	4.84	2.57
POLD2	8.02	7.55	5.38	5.07	5.42	6.39	4.55
POLD3	4.89	6.34	3.05	5.03	4.87	4.68	2.96
POLD4	4.64	3.91	2.59	1.06	1.56	4.75	2.19
POLDIP2	4.49	4.25	4.34	3.63	5.14	5.81	3.64
POLDIP3	5.42	5.55	4.67	5.22	4.93	6.34	4.3
POLE	6.51	7.91	4.53	5.44	5.24	5.61	4.25
POLE2	4.83	6.07	3.16	4.98	4.38	3.93	2.36
POLE3	6.66	5.4	1.69	3.86	4.17	6.09	2.17
POLE4	4.99	4.22	3.24	2.93	3.18	5.1	2.11
POLG	6.75	6.85	5.1	5.45	5.26	5.77	4.95
POLG2	3.9	4.63	3.85	4.41	2.79	3.92	2.86
POLH	5.7	5.2	3.15	4.87	5.03	3.41	3.69
POLI	4.74	6.54	2.48	4.49	4.14	2.68	2.19
POLK	5.34	5.16	3.75	4.82	4.4	4.51	3.21
POLL	5.24	4.05	1.63	1.73	1.86	4.03	1.87
POLM	6	3.85	1.89	2.16	1.95	4.78	2.74
POLN	4.79	0.99	0.33	1.22	0.9	1.28	0.7
POLQ	4.7	4.3	2.35	3.69	3.18	2.87	1.71
POLR1A	5.2	4.16	3.84	3.9	4.33	5.48	3.46
POLR1B	5.01	4.28	3.74	3.81	3.88	3.71	2.98
POLR1C	6.12	5.08	4.32	5.26	5.27	4.19	5.17
POLR1D	5.76	6.89	5.63	5.8	7.05	5.82	5.68
POLR1E	4.7	3.84	3.14	3.78	3.36	3.41	2.94
POLR1F	3.89	4.6	3.88	3.47	3.6	4.33	2.69
POLR1G	4.55	3.31	1.6	2.1	2.46	3	1.9
POLR1H	3.4	2.91	2.36	2.92	3.13	3.42	3.95
POLR2A	7.13	7.21	5.68	6.29	6.16	6.74	5.28
POLR2B	6.91	5.73	5.75	7.22	7.95	5.78	5.34
POLR2C	5.19	4.34	4.49	3.29	4.5	5.7	4.57
POLR2D	3.78	4.01	3.16	4.14	2.09	4.13	2.67
POLR2E	7.18	7.14	5.45	4.65	5.38	6.39	4.38
POLR2F	6.03	5.88	4.61	4.87	5.88	5.83	4.05
POLR2G	5.01	3.82	4.12	4.72	3.98	4.79	3.97
POLR2H	5.07	4.8	5.63	6.74	6.02	6.6	5.65
POLR2I	7.28	7.91	5.18	4.85	5.16	7.26	4.61
POLR2J	5.82	7.07	4.95	6.53	7.24	5.08	6.06
POLR2J2	3.91	4.41	2.35	3.86	3.28	3.95	3
POLR2J3	6.02	7.48	6.92	8.1	8.36	6.26	6.39
POLR2K	4.33	4.56	4.86	5.34	5.97	5.15	4.44
POLR2L	5.63	4.66	5.3	3.07	3.43	4.74	3.14
POLR2M	5.07	5.42	2.81	4	3.52	4.67	3.5
POLR3A	4.48	3.87	3.33	3.48	4.04	3.25	3.42
POLR3B	4.13	4.63	3.49	4.26	2.45	2.62	2.5
POLR3C	5.12	5.09	3.03	3.9	4.15	4.71	2.85
POLR3D	6.3	5.13	2.86	4.36	4.04	5.16	3.25
POLR3E	5.7	6.09	4.95	5.45	4.66	5.42	4.35
POLR3F	3.64	4.23	1.49	2.42	1.61	3.42	1.53
POLR3G	2.78	5.62	1.6	4.32	1.79	2.15	2.03
POLR3GL	4.76	5.1	4.09	5.2	5.6	3.53	3.53
POLR3H	4.13	2.94	2.58	2.16	2.35	3.46	1.66
POLR3K	2.61	3.78	1.48	1.7	1.37	2.67	1.23
POLRMT	7.13	6.82	3.54	3.46	3.26	5.79	2.9
POM121	7.4	7.62	4.94	5.75	5.67	5.86	5.12
POM121C	7	7.46	5.84	6.46	6.3	5.62	5.35
POM121L12	3.95	1.39	0.15	0.03	0.3	0.64	0.01
POM121L2	3.96	1.42	0.08	0.08	1.24	0.32	0.04
POMC	3.67	4	0.3	0.87	0.15	1.08	0.08
POMGNT1	6.54	6.61	6.14	6.45	5.04	7.1	4.32
POMGNT2	5.47	4.41	2.15	1.41	2.83	2.83	1.46
POMK	4.49	6.46	4.03	4.68	4.87	5.32	4.14
POMP	4.73	4.8	5.92	6.55	8.19	5.8	7.18
POMT1	6.61	6.16	4.79	5.26	6.98	5.14	4.65
POMT2	7.73	6.2	5.09	6.1	5.71	5.07	4.7
POMZP3	5.58	6.03	3.39	4.04	5.31	4.93	3.93
PON1	3.92	1.93	7.27	2.01	1.16	3.98	5.05
PON2	6.89	4.71	8.31	7.51	6.62	7.52	6.79
PON3	3.94	1.43	6.97	0.84	1.04	4.69	5.03
POP1	4.61	5.09	2.57	3.71	3.6	4.27	2.62
POP4	6.14	5.23	3.84	4.02	4.47	5.31	3.61
POP5	5.31	5.39	3.88	3.61	4.21	4.38	4.1
POP7	4.97	6.3	3.32	4.14	4.32	5.38	3.17
POPDC2	3.72	1.99	0.42	1.43	0.85	1.9	0.34
POPDC3	2.56	0.97	1.09	1.9	0.53	3.08	0.53
POR	9.61	7.01	5.92	4.8	4.38	6.91	4.12
PORCN	5.29	2.88	4.58	2.57	3.29	3.9	2.52
POSTN	2.38	4.28	7.24	8.64	5.09	6.56	7.26
POT1	4	5.5	3.77	4.08	4.4	4.47	2.72
POTEB	0.45	2.21	0.98	0.23	0.04	0	0.16
POTEB2	0.28	1.1	0	0.23	0	0	0.04
POTEB3	1.49	0.82	0.67	0.29	2.08	0.32	0.04
POTEC	2.01	1.02	0.39	0.03	1.33	0.06	0.1
POTED	1.33	0.68	0.39	0.04	1.38	0.18	0.03
POTEE	3.65	1.86	0.51	1.16	4.74	0.37	0.16
POTEF	2.87	2.99	1.26	1.18	3.23	0.19	0.12
POTEG	4.34	1.51	0.42	0.3	0.91	0.1	0.06
POTEH	3.92	1.65	0.52	0.07	1.33	0.08	0.3
POTEI	2.81	6.1	0.61	3.95	6.95	0.33	0.41
POTEJ	3.6	7.58	0.49	4.82	6.47	0.11	0.1
POTEM	3.95	2.12	0.18	0.21	1.66	0.32	0.37
POU1F1	2.31	0.7	0.16	0.08	0.36	0.89	0.04
POU2AF1	1.68	0.74	0.21	1.36	0.11	0.82	2.63
POU2F1	4.86	6.17	3.05	4.3	4.47	4.25	2.34
POU2F2	4.34	4.07	1.49	1.69	0.96	1.54	1.45
POU2F3	2.05	0.43	0.23	0.01	0.59	4.46	0.1
POU3F1	2.73	0.95	0.01	0.01	0.16	0.45	0.04
POU3F2	2.59	3.54	0.01	0.07	0.33	0.29	0
POU3F3	2.15	0.5	0.01	0	0.07	0.18	0
POU3F4	1.66	0.11	0	0	0.24	0	0
POU4F1	2.01	4.77	0.26	1.52	0.32	0.4	0.01
POU4F2	2.58	0.74	0.03	0	0.18	0.08	0
POU4F3	3.15	1.59	0.11	0	0.79	1.18	0.06
POU5F1	5.81	3.99	2.13	1.21	2.97	2.37	2.32
POU5F1B	4.06	2.26	0.34	0.23	1.67	0.75	0.52
POU5F2	1.56	4.13	0.23	0.68	0.43	0.63	0.23
POU6F1	3.4	1.45	0.53	0.79	1.61	1.43	0.6
POU6F2	4.55	6.41	1.42	0.77	1.46	1.06	0.43
PP2D1	2.17	1.6	0.82	0.89	1.76	1.42	0.8
PPA1	6.6	5.6	7	5.95	5.91	6.81	6.5
PPA2	6.08	4.72	4.04	4.76	5.4	5.4	3.96
PPAN	6.15	5.06	2.81	2.79	3.56	4.75	2.99
PPAN-P2RY11	3.41	2.81	0	0	0.16	2.33	0
PPARA	5.03	3.44	4.42	3.42	5.43	4.56	4.38
PPARD	4.42	1.84	1.68	1.43	2.7	3.76	2.43
PPARG	3.21	2.42	4.84	1.71	1.62	4.82	4.56
PPARGC1A	4.1	6.95	2.9	5.81	3.92	2.3	2.68
PPARGC1B	4.36	5.14	1.52	0.93	1.43	2.82	1.03
PPAT	3.9	3.91	1.97	3.37	2.94	4.2	1.97
PPBP	2.3	0.26	0.95	0.93	0.31	1.28	0.34
PPCDC	3.22	4.25	3.16	2.58	2.45	3.71	2.97
PPCS	5.49	4.87	4.23	5.03	5.32	5.05	3.5
PPDPF	7.33	8.94	4.83	2.92	4.99	7.74	5.05
PPDPFL	2.61	0.59	0	0	0.21	0.42	0
PPEF1	1.49	0.28	0.5	1.04	0.5	0.19	0.07
PPEF2	3.27	0.73	0.14	0.16	0.86	0.77	0.08
PPFIA1	6.09	7.29	4.23	5.49	4.92	5.51	4.27
PPFIA2	5.07	8.1	0.88	2.53	1.77	2.38	0.42
PPFIA3	5.54	3.69	0.81	0.86	0.55	1.2	0.77
PPFIA4	6.03	5.63	1.7	2.37	1.72	3.83	2.25
PPFIBP1	6.07	4.47	6.31	6.01	5.13	7.23	5.39
PPFIBP2	5.02	4.23	5.2	3.94	5.39	3.67	3.87
PPHLN1	6.16	6.45	3.74	4.76	4.61	5.72	3.93
PPIA	10.12	10.24	12.22	12.44	12.88	10.01	11.25
PPIAL4A	0	0	0	1.59	3.58	0.43	0
PPIAL4B	4.34	0	0.71	0	2.02	0.43	0.36
PPIAL4C	0	0	0.71	0	0	0	0
PPIAL4D	4.63	1.8	0.59	1.71	3.72	0.19	0.7
PPIAL4E	0	0	1.33	0	0	0.65	0
PPIAL4G	5.6	2.25	2.05	1.85	4.6	2.88	1.45
PPIAL4H	0	0	0	0	0	0	1.67
PPIB	8.25	9.15	8.6	9.68	8.9	8.06	8.87
PPIC	5.79	4.6	3.65	2.4	3.51	4.6	3.13
PPID	3.4	4.04	4.15	5.58	5.59	4.52	3.36
PPIE	5.06	5.17	3.82	4.52	5.41	5.59	3.63
PPIF	7.1	4.93	3.07	2.69	3.21	3.97	3.54
PPIG	4.88	5.73	5.1	6.84	7.39	4.6	5.14
PPIH	4.65	4.26	4.33	4.98	4.44	4.95	3.37
PPIL1	3.95	2.75	2.41	2.61	3.15	2.2	3.28
PPIL2	5.03	4.77	3.8	4.39	5.52	4.43	3.54
PPIL3	4.19	4.57	4.76	5.28	4.59	4.01	3.27
PPIL4	4.53	4.6	3.35	5.34	6.1	4.07	3.59
PPIL6	1.47	2.84	0.48	2.85	4.76	2.56	1.36
PPIP5K1	7.55	9.03	6.38	8.64	7.51	7.03	6.82
PPIP5K2	6.08	5.82	4.1	5.78	6.37	4.73	3.99
PPL	4.15	6.39	7.16	4.77	3.57	6.86	3.22
PPM1A	5.7	6.09	4.82	5.65	6.31	5.65	4.04
PPM1B	4.77	5.41	3.93	4.85	5.51	4.44	3.41
PPM1D	4.15	5.97	2.41	4.75	3.91	3.41	2.46
PPM1E	2.85	3.4	0.08	1.35	1.73	0.38	0.04
PPM1F	5.24	3.04	2.61	1.6	2.28	4.37	2.24
PPM1G	5.46	6.51	4.86	6.34	5.69	6.27	4.85
PPM1H	3.91	4.4	1.26	3.54	4.44	1.77	2.19
PPM1J	2.86	0.55	0.63	0.12	0.19	2.33	0.46
PPM1K	5.88	4.12	2.86	4.32	4.37	3	2.74
