Gene	Sample_14_SS_18_2698	Sample_12_SS_18_4268	Sample_26_SB_20_5744	X27_sb_19_5484	sb_19_6002	Sample_35_SB_18_6513	CL0191_T1R_T	Sample_2_WS_18_051587	Sample_41_CN20_33_A1_B1	Sample_39_S18_11654	Sample_28_SB_20_399	Sample_48_ASP19_05374	Sample_49_NC_20_182_A1	X16_sb_19_5365	Sample_45_RA_023_11	Sample_39_SF_20_216_A1	Sample_47_WS_20_4104	Sample_41_RS_20_1704	Sample_25_SB_20_5907	Sample_23_SB_20_788	Sample_34_SB_18_7364	Sample_10_SS_18_5516	Sample_11_SS_18_5261	Sample_1_WS20_3053
NDUFV2	19.2761	29.0359	12.0631	8.11892	12.9299	8.4569	23.1801	26.3963	5.69531	14.8839	14.7787	35.5527	9.21587	9.68838	6.60889	24.8278	21.4166	9.75062	10.6036	14.0558	14.9356	8.2052	7.2785	20.5719
NDUFV3	16.4738	9.3132	11.9972	5.84276	6.36414	3.40925	7.76556	10.6413	7.24634	10.2601	10.3331	5.37176	7.11781	6.29626	8.92231	9.04507	11.1121	7.25644	16.2396	11.0686	13.0137	16.9595	8.19408	10.8363
NEB	52.4594	4.87523	6.6017	22.4647	93.635	6.9409	27.9865	56.8412	9.38913	3.46036	6.23008	3.34753	26.2631	24.8922	2.70382	6.22287	21.0111	0.766637	3.66586	1.30086	3.043	24.8162	4.11324	12.8457
NEBL	4.24728	0.693079	1.4575	1.84666	3.03705	0.783254	0.801653	2.60556	2.16634	0.962977	2.0324	0.954114	1.98843	2.64452	3.67669	3.98867	6.11961	0.383537	0.455294	0.380537	1.66281	1.57897	1.38718	1.01469
NECAB1	0.127151	0.253629	0.13349	1.36597	0.0348536	0.141889	0.109394	0.18871	0.464103	0.122694	0.073802	0.068061	0.0161659	1.92484	0.110108	0.0612008	0.265709	0.0143606	0.00183903	0.0414674	0.0741848	0.0135467	0.049703	0.0553651
NECAB2	2.49163	0.350264	0.42376	11.3185	0.370703	2.46788	0.127694	0.0558606	3.16166	4.12108	0.737356	0.157653	0.0762939	10.9099	0.0258023	0.542196	0.293571	0.0364374	0.0314049	0.0949875	0.346868	0.291675	0.0533623	0.311328
NECAB3	7.6008	4.59451	2.80489	24.7058	3.95757	6.42629	10.9605	7.44585	4.52075	5.39442	4.36044	2.03664	10.3888	16.4482	2.27504	2.60654	6.80686	2.24996	3.99333	4.40118	8.30634	8.6781	3.64783	12.1873
NECAP1	7.85378	8.55647	10.4426	19.4426	6.11248	11.1263	9.04974	8.50098	5.18478	3.86546	34.4534	11.4102	4.83278	18.8669	10.703	19.5529	28.35	5.30092	9.26954	11.5062	7.4227	8.14631	5.14462	7.11498
NECAP2	6.63091	5.26377	11.0243	16.0075	3.91143	7.4988	11.5574	7.7705	7.94006	4.89727	5.45981	11.5355	15.5085	13.1169	4.51265	7.22165	7.79065	9.04172	6.22951	13.293	8.04492	6.6995	9.44993	6.80375
NEDD1	7.03168	10.9068	4.46724	6.09916	3.60644	4.25508	7.29337	12.5254	3.56074	2.45785	4.89474	12.5204	3.06983	7.95164	4.66302	23.535	12.4175	3.86268	3.11579	2.84748	3.93257	4.11094	2.99465	2.77561
NEDD4	1.02108	0.915452	1.72384	4.38752	1.11429	0.924919	0.909727	0.604662	2.02015	0.389789	0.735601	0.994804	0.81797	5.03921	0.317765	0.882351	2.4143	0.772261	0.0728486	0.834163	0.549716	0.490531	0.667045	0.512822
NEDD4L	0.967047	2.22647	0.592922	2.79095	0.455032	0.556353	3.88495	1.49673	1.55833	0.899524	0.764464	1.02364	0.245852	3.61842	0.813833	1.83979	1.16905	0.598132	0.844038	4.4049	1.22676	0.458144	0.730616	0.85443
NEDD8	16.3698	17.6305	11.8372	6.09054	21.4151	25.9243	21.3987	19.7446	6.76707	7.14912	9.47927	21.4543	29.5853	7.08715	17.9185	28.6632	27.172	19.0305	10.2234	16.2679	11.2229	17.7707	18.297	57.1202
NEDD9	0.638878	1.41908	2.08205	4.60014	0.300574	0.699829	0.557721	0.846393	1.60776	0.224585	0.344918	1.07577	1.20758	6.06412	0.777581	0.64765	1.00887	0.435734	0.286581	1.32101	0.71624	0.502072	0.710521	0.270435
NEFH	1.48503	3.12453	4.38727	26.6099	4.16385	3.95686	3.3093	8.73728	73.5169	4.22789	4.41322	240.359	10.2245	18.7195	27.964	136.816	7.09785	2041.38	11.5671	33.4847	4.87943	1.96776	2.07244	1.12925
NEFL	9.45133	0.255879	3.81488	54.3449	0.0358631	16.3154	0.320083	0.13727	28.8782	0.0688793	0.0222981	1.45585	2.32157	50.1989	61.564	330.783	96.3065	270.631	114.032	0.964626	126.989	0.252491	0.0685429	8.4066
NEFM	3.05943	0.0575065	1.8777	53.5127	0.0664942	15.1452	0.936697	0.253853	233.014	1.80121	0.778003	15.1963	0.546851	53.272	50.2918	148.704	9.09481	1.18038	4.79651	1.33709	35.6964	0.179693	0.362354	15.4735
NEGR1	0.14261	0.0391602	0.0612306	0.32258	0.011203	0.0981479	0.21	0.276016	0.356276	0.0388667	0.153268	0.0582484	0.00293761	0.769969	1.11645	0.585416	0.179067	0.0182037	0.0532602	0.0398342	0.0652184	0.0281415	0.0445968	0.0172033
NEIL1	10.3328	18.24	10.1656	62.3503	6.73256	13.5848	9.48656	8.97787	8.60808	13.1731	11.941	4.69376	10.8241	51.0274	6.13828	2.28105	2.6238	8.93778	7.2681	10.3852	13.6837	13.5421	21.443	6.65572
NEIL2	1.69625	1.41914	1.91966	12.59	0.987004	1.60278	1.59334	2.22241	6.92184	5.36543	2.57679	1.55956	0.777444	11.7054	2.92799	2.40781	2.05691	4.34819	0.929439	2.81657	1.08764	0.887512	2.39582	4.43103
NEIL3	2.21259	2.21435	0.987429	4.44027	1.10716	1.52391	1.33174	2.84545	1.31928	1.48733	0.881158	2.77851	1.35983	4.80969	0.472263	10.1047	4.48881	1.57341	1.41982	0.396896	0.484585	0.688869	0.655473	1.56016
NEK1	1.10887	2.13149	1.48207	2.63232	1.49024	1.54296	2.33325	1.45234	1.31115	0.663859	0.958114	2.7542	1.1744	3.19024	1.29474	6.73367	3.13358	1.56509	1.11088	1.54199	0.881057	0.934687	1.88608	1.24472
NEK10	0.103568	0.744954	0.162265	2.54768	0.631852	0.467426	0.0921316	0.446059	1.66547	0.112683	0.133716	0.116796	0.0505664	2.41801	0.0703909	0.534329	0.264327	0.0379541	0.0609486	0.0713457	0.0509971	0.0574845	2.269	0.0485919
NEK11	0.451041	0.672386	0.142024	0.999182	0.450143	0.311645	0.563796	0.529854	1.25209	0.137484	0.397019	0.198547	0.298011	1.30471	0.315975	0.832692	0.724812	0.243696	0.0503059	0.134766	0.440548	0.112337	1.31933	0.233021
NEK2	10.3118	14.8231	5.19548	18.2033	7.41806	4.01359	9.03489	20.8765	9.06855	8.76284	8.28771	19.3941	4.57222	25.0865	2.7222	28.4313	29.8876	21.4066	9.9758	1.77754	16.1528	6.94757	3.53783	11.7928
NEK3	2.02008	3.3212	3.33454	9.30347	4.48066	3.97448	3.09853	3.05888	1.73081	1.49528	1.82616	3.58823	0.847947	8.30952	2.65102	1.56274	2.53669	3.11862	2.03099	2.13233	0.790844	1.40838	2.60044	0.808257
NEK4	5.42205	9.54339	4.01757	6.93943	5.22311	5.90532	7.63006	13.0807	4.66436	3.6911	4.28705	5.48054	3.2279	5.6604	2.41433	7.41994	7.76784	4.52791	4.08359	3.808	4.88886	4.74445	5.30575	4.90725
NEK5	0.115632	0.308605	0.172486	4.30948	0.134898	0.15505	0.0948548	0.459518	2.00156	0.05076	0.201416	0.178905	0.0805351	3.62847	0.0956222	0.329922	0.429765	0.343561	0.0442483	0.299446	0.0289861	0.0639189	2.62557	0.0655649
NEK6	0.943382	0.779836	2.08854	5.27443	0.626702	0.581124	1.28004	0.862044	1.16643	0.458571	0.77955	1.13124	1.42189	4.97187	0.671244	0.354606	1.23782	1.54866	0.643087	1.55293	1.22485	1.56188	1.38262	0.580438
NEK7	1.19858	1.71425	1.26104	1.5792	0.886874	0.891869	1.04672	1.32598	0.479228	0.323085	1.10056	1.31262	0.455388	2.57592	1.714	1.03995	1.10741	0.476734	0.550388	1.25569	0.71147	0.404992	0.455094	0.780204
NEK8	4.24143	1.75762	4.19637	45.104	6.83354	5.09053	12.7857	4.43303	21.8393	3.01164	3.3107	1.65922	4.14172	40.147	0.834823	5.00622	3.51002	2.55701	2.8129	4.54722	4.95484	5.2342	5.01799	4.37316
NEK9	11.5463	8.83	8.09256	10.3672	13.1704	11.488	10.7518	12.1715	4.80004	11.6379	5.15575	7.18038	11.2788	11.5309	5.47135	10.9387	8.741	8.10943	4.38953	10.3873	11.4145	12.8386	9.69248	9.25176
NELFA	1.5129	1.36783	0.949355	8.14973	0.831147	1.44362	1.12902	2.18514	1.28995	1.5141	1.08804	1.14673	1.67703	7.5976	0.936779	1.33239	1.44536	2.48059	1.47184	1.29313	3.2558	2.47283	1.83014	1.58159
NELFB	11.4357	11.8679	11.4219	19.8725	5.90162	12.6436	19.2051	16.4581	8.56868	14.8387	7.0455	5.15426	12.1861	17.8278	3.84614	6.93578	10.0943	14.8427	8.99994	8.21345	22.0548	21.8661	15.2015	7.24054
NELFCD	29.3783	37.6179	18.2557	33.0438	26.5226	38.5967	39.6542	32.9095	17.7675	23.2863	21.6013	41.6946	13.9441	24.1843	14.851	30.1675	24.4904	29.7772	23.1307	21.027	20.1453	19.8177	13.3111	15.0124
NELFE	20.5181	37.4968	16.7989	69.1156	16.7476	22.8738	30.5716	23.3566	15.2299	17.7653	20.0995	17.1905	25.807	79.836	11.7317	24.6727	27.8299	39.1766	27.6047	12.5888	45.9526	51.2243	40.4644	35.428
NELL1	1.16147	1.07354	1.08153	0.748525	0.0309427	0.0430703	3.75037	0.787277	0.390849	0.0224614	1.09009	0.0153889	0.720327	1.42308	0.545039	0.828478	2.39467	0.0154467	0.316776	0.00334022	0.687069	2.5189	0.184063	0.606011
NELL2	1.13003	2.79052	0.118944	1.17597	0.73302	1.27193	0.207606	0.841933	1.60171	1.43009	0.976766	0.666028	0.546953	1.80146	0.219235	1.01509	0.958602	1.10416	0.214457	0.789513	0.0128468	0.0121101	0.634226	0.700098
NEMF	14.755	17.6064	8.42702	10.3746	17.8962	10.4368	17.7397	19.9811	6.76741	8.08017	6.38267	24.814	10.0634	10.78	12.3734	47.4846	40.0625	8.20971	8.3883	8.90796	10.9739	7.76452	9.23394	10.3383
NENF	13.4831	8.4713	7.88368	8.07524	5.97487	6.53571	7.26439	11.6612	3.31652	6.25587	9.41105	3.28392	4.86824	10.6058	44.4753	3.55371	3.50414	7.58522	3.5016	7.11081	10.8286	7.69678	6.0781	14.755
NEO1	2.67928	5.06376	0.702076	3.09258	3.74607	4.43963	2.79778	3.99334	1.97211	3.89915	2.81107	1.65691	0.141444	3.86088	2.96568	2.53055	1.82648	1.52994	2.03007	1.66931	2.91683	1.84958	1.31414	5.67598
NES	16.6611	28.5317	60.9452	57.834	6.94576	18.4676	16.4686	21.2806	59.8621	9.45269	13.0948	60.9687	1.47281	59.2747	27.7692	40.0121	32.2441	328.201	12.1944	14.102	16.4785	46.5244	58.8225	6.09391
NET1	6.18631	11.1158	8.90959	9.11826	13.2026	6.08778	8.57511	18.6386	2.34773	3.24819	2.1232	4.015	6.12465	9.71641	1.16113	5.94447	6.38029	19.5459	0.814611	5.41518	8.86472	3.45749	11.0136	10.6185
NETO1	0.481266	0.0672268	0.427927	2.29086	0.000292415	0.894245	0.643689	0.0101692	1.771	0.760351	0.000818149	0.200699	0.0425551	3.22969	0.060332	4.03099	0.193868	0.0279318	0.00296971	0.020125	0.00263897	0.346095	0.00213389	0.00741934
NETO2	3.39471	4.73072	3.16904	4.70726	1.64954	1.00402	4.55761	3.59416	1.5779	2.31945	1.41988	1.97338	1.1049	5.52391	2.25552	6.47788	9.17485	3.77146	1.30748	0.399861	0.955042	3.91631	0.7548	1.76767
NEU1	20.9844	26.7856	45.2722	67.3926	27.197	24.0649	37.4744	26.7339	36.3799	13.7297	41.0672	11.7468	38.2082	74.2204	29.5071	17.8863	25.2354	21.458	23.857	72.9698	13.4882	49.2641	25.0672	48.5898
NEU2	0.0917465	0.0427894	0.00728001	120.705	0	0	0	0	4.85991	0	0.00479418	0.0180008	0	91.3486	0.00785628	1.29508	0.174702	0.006518	0.00680942	0	0	0.0361911	0	0
NEU3	2.92849	1.91891	1.69127	16.7339	0.826583	1.58596	2.40287	3.12629	1.79727	1.65713	2.64701	2.84238	2.15959	12.1547	0.441204	1.36102	1.26866	2.19173	1.82069	2.04783	4.0555	2.54059	3.05962	1.13954
NEU4	0.753684	0.0950942	0.0444921	31.6121	0.0428403	0.283755	0.12691	0.0477872	3.68892	0.225682	0.0932266	0.0366708	0.0884628	25.7381	0.048014	0.804748	0.203371	0.76954	0.41616	0.0614908	0.193311	0.261398	0.656513	0.0419965
NEURL1	1.94457	0.268845	0.770231	4.5654	2.29417	2.19285	1.82371	0.33531	1.02475	0.209547	1.18191	0.335788	0.370901	4.62609	0.675267	1.39071	0.403336	2.95186	0.188723	0.784856	0.215599	3.48653	0.240099	0.135608
NEURL1B	1.43782	1.01392	1.32707	10.5523	1.46889	0.992882	2.475	1.6837	1.59016	0.30483	0.906239	0.800762	0.445115	8.83477	0.58724	1.71261	1.41463	1.01865	0.204565	0.529161	2.45708	1.63114	0.701565	2.10008
NEURL2	2.37215	3.62025	4.31807	82.6264	2.77728	9.82842	2.9912	3.2095	6.68491	3.66222	2.70187	0.607502	1.91572	51.4778	0.943238	2.22404	2.67591	5.40201	6.24755	2.04683	3.99032	6.5934	2.83768	4.25478
NEURL3	0.107558	0.0571308	0.162632	26.8835	0.0386692	0.190012	0.0761018	0.154546	1.58374	0.0289359	0.089614	0.0328269	0.0207402	23.337	0.0125361	0.538646	0.0967155	0.210985	0.0527761	0.350619	0.0105751	0.332747	0.223551	0.0871672
NEURL4	26.2679	25.748	19.3348	99.8992	22.3002	22.3595	31.81	21.2446	28.361	20.4504	13.0734	12.298	16.7082	86.1685	10.9344	32.1899	17.4241	17.5132	48.8292	14.4108	30.153	63.5836	47.3428	17.1937
NEUROD1	107.711	5.96773	1.0972	31.3957	46.612	271.275	45.315	0.437062	76.1246	125.508	59.4048	1.72042	0.970842	30.351	8.13916	14.891	5.12992	6.21759	6.16391	0.130397	11.2551	0.332592	0.650071	225.058
NEUROD2	0.906811	0.12384	0.0918317	36.6629	0.0943172	0.0783505	0.32239	0.0812271	3.29676	1.72737	0.535111	0.176607	0.0985393	29.9563	0.0120122	2.01492	0.906295	0.119592	0.0858956	0.0173562	0.0443326	0.0737814	0.559224	1.22033
NEUROD4	18.734	0.0231739	1.21263	13.9804	0.599251	0.789205	14.101	0.00479519	26.4118	3.68439	2.84212	0.59854	0.00359298	17.4408	0.0372296	0.807522	0.959948	0.135906	0.10326	0.00537921	0.0439681	0.403033	0	8.63685
NEUROD6	0.546403	0	0	47.4146	0	0.588662	0	0.0070308	66.2508	6.40318	0.139905	0.22513	0	70.6799	0	97.9448	2.04621	0.00452882	0.340654	0	0.257868	0.469395	0	0.0123577
NEUROG1	1.96859	0.297298	0.0208275	69.0228	3.08835	0.742783	0.150806	0	21.1984	1.99736	2.13965	0.154496	0	66.6447	0	2.88446	2.40383	0.0372948	0.0584435	0	0.165902	0.0172566	0.195475	0.585152
NEUROG2	9.00981	0.0219572	0.248425	47.0468	2.17422	0.162592	1.60943	9.05051	12.9083	3.78448	0.232481	0.193977	0.476607	40.3763	3.35112	0.688612	63.5227	9.2422	103.825	0.0815486	4.12431	0.0433331	0	5.99729
NEUROG3	0.304404	0.927539	0.698862	137.695	18.1232	0.179842	80.257	2.72616	3.49745	0.196543	0.163307	0	0.328707	117.309	0.170299	0.659616	5.80928	0.343132	0.0843467	0.00878791	7.11115	0.0747151	34.1274	18.2853
NEXN	1.5641	5.31281	3.93362	3.17072	1.75397	2.54718	1.66158	4.07126	8.14346	1.98404	0.936461	6.94414	1.08675	3.65148	1.50887	5.66436	8.1121	0.950252	0.618408	2.63028	1.21516	1.27229	1.32636	0.529083
NF1	22.2306	20.137	15.6685	8.53491	9.76191	11.6609	17.0734	21.9883	9.21467	11.567	16.5312	20.7168	7.86549	9.86443	9.98909	23.4592	17.3721	7.41976	8.9947	12.3776	11.7438	14.0087	9.81751	14.4983
NF2	6.6794	7.63299	7.08087	10.1258	3.91056	5.56054	4.62985	7.34274	7.84013	5.35905	5.53585	9.26604	5.61108	7.95846	2.87775	6.48948	7.36436	13.2727	7.78286	7.78899	11.0762	11.0529	10.6602	6.0192
NFAM1	0.335969	0.355467	1.66731	3.65093	0.109001	0.156323	0.393547	0.189022	3.45107	0.229546	0.570999	0.401524	0.642043	3.09078	0.228968	0.931753	0.56357	0.09932	0.0468798	1.09929	0.166079	0.590231	0.228372	0.151424
NFASC	15.1849	2.70276	3.27772	7.53736	1.108	6.11485	4.13968	4.53153	4.23206	2.99999	6.62574	1.04662	2.61113	8.95199	2.75685	9.74575	5.36902	0.710992	0.409671	1.6949	3.52639	3.89737	2.78213	5.11308
NFAT5	7.68452	12.4611	7.13532	5.21135	4.72397	6.9016	4.20343	7.20596	3.58415	2.53455	5.34225	7.56568	2.45593	6.06487	6.78781	7.72432	11.2256	2.23954	1.99161	9.79818	2.03896	2.93381	4.41984	1.88446
NFATC1	0.49356	0.693466	0.847618	5.46748	0.357837	0.209716	0.342064	0.359977	1.48551	0.133657	0.604384	0.866699	0.733819	4.8212	0.0665706	0.290108	0.284647	0.121647	0.0837501	0.775171	1.18635	0.116887	0.538298	0.422391
NFATC2	0.398207	0.641702	1.40413	4.11815	0.916775	0.995322	0.828112	1.40435	1.75276	0.246086	1.93409	1.5674	1.32649	3.13324	0.593768	0.471067	1.14475	0.232561	0.0957978	1.6554	1.39625	1.13532	0.840138	0.541085
NFATC2IP	10.7076	9.45331	7.68652	17.8571	5.65563	6.45241	10.7467	7.32124	6.32088	7.3659	8.88304	9.26085	10.0886	17.3778	2.57859	12.0779	14.2727	13.3887	5.43936	5.81512	11.7817	11.8769	12.7667	9.28903
NFATC3	3.84822	4.75161	4.01964	5.1822	2.91367	2.27093	4.16139	4.81141	1.91904	2.15875	4.07358	6.14833	2.68439	5.64541	2.87826	2.56805	4.61371	1.7896	1.48364	3.91321	1.54879	1.91715	1.34899	2.01538
NFATC4	8.59588	19.0961	12.8406	48.6205	40.1814	10.0174	6.0575	6.02555	15.597	5.80657	5.99286	2.7879	0.297356	42.4664	1.48944	4.61102	6.74471	12.3427	0.952773	5.9541	11.6235	12.1318	11.747	36.4814
NFE2	0.0589981	0.267067	0.0751786	28.9381	0.0367506	0.0741746	0.134924	0.101816	4.02365	0.0134445	0.0253888	0.927855	1.39931	23.8755	0.00624074	1.74168	0.154196	0.0396954	0.0288488	0.101442	0	0.0574977	0.423563	0.0635767
NFE2L1	36.6826	38.2621	61.7069	44.8578	27.4449	39.2848	58.1629	52.5736	15.6382	38.9022	49.8082	38.1649	35.3949	41.1171	28.2594	29.3912	46.2228	33.5421	16.4214	45.804	47.4967	73.4507	64.4021	43.0232
NFE2L2	1.78899	3.5924	2.28122	2.57838	1.83216	1.86143	2.63322	2.75374	1.04064	1.21495	2.10705	1.96839	2.05031	2.94193	3.34238	1.93907	3.06789	1.54189	1.58101	2.26083	2.07531	1.23101	2.87734	1.90163
NFE2L3	6.80381	13.8204	5.31271	8.47534	2.42906	7.68517	7.56498	4.83623	1.96391	4.45809	4.55149	8.1461	2.58505	11.7858	2.59151	4.23728	4.88014	3.3439	4.03923	4.45227	4.96082	3.14441	3.2118	1.93473
NFE4	0.0275304	0.0827455	0.0498392	8.50792	0.0311928	0.171685	0.0300727	0.144847	2.87022	0.053326	0.0626585	0.0625506	0.0684224	8.62915	0.0232251	0.502876	0.12685	0.0436083	0.0900567	0.0181033	0.169626	0.0112621	0.323932	0.0304401
NFIA	1.52915	1.732	0.545898	1.13392	3.39619	0.764832	2.04121	0.625398	1.01075	2.15992	0.517697	0.321464	0.273085	1.7364	0.369453	2.85087	0.168021	0.361643	0.0621575	1.05543	0.180798	0.148753	0.443238	2.3003
NFIB	6.75263	8.92587	1.94371	1.54327	2.61573	0.799323	8.39312	6.52437	2.58261	2.86712	0.373745	1.74766	1.05991	2.22157	0.876076	0.619225	3.22782	4.93028	3.23341	3.33826	3.78324	0.495282	0.714952	1.21652
NFIC	6.32821	3.73076	3.91265	5.9981	3.79783	1.56368	2.31461	3.73909	2.86784	3.75196	3.08737	0.697716	2.1782	5.47605	1.12961	3.38591	3.02045	10.8537	1.5971	3.94378	4.85337	5.97178	5.79331	2.8067
NFIL3	3.46639	3.70779	3.19433	13.6712	1.30863	1.88017	1.73151	3.16421	9.76528	2.89014	1.27296	2.33618	3.07167	15.6983	5.62429	4.37374	5.90473	2.84948	5.39785	3.29689	3.01786	2.14841	2.57315	1.39469
NFIX	5.68995	9.89121	3.95347	6.51577	7.89404	0.895449	3.20111	4.83278	4.30582	4.54826	2.30343	2.6082	1.33187	6.04217	1.34754	3.35983	3.27493	44.3721	0.78899	3.11319	4.41251	1.17603	6.11859	1.66946
NFKB1	1.23459	1.95823	2.49302	5.84764	1.09999	2.20276	2.94366	1.91486	1.77862	1.40214	1.2486	4.01079	2.41798	6.71215	1.71588	0.681654	1.11558	2.3655	2.36017	3.85583	1.01361	2.27072	2.47968	1.37363
NFKB2	9.79214	12.1635	15.7342	86.5528	4.83323	8.30402	17.402	9.3507	13.1025	5.8632	8.00316	27.7423	23.3051	75.4433	6.33148	6.20022	6.80586	25.9618	14.5724	41.7829	5.64623	10.847	21.7421	6.96267
NFKBIA	136.521	88.6137	117.939	73.7026	126.098	82.0266	142.625	101.062	94.8963	80.6131	99.4362	165.236	460.544	68.6705	66.936	125.027	130.93	156.96	205.692	323.059	122.309	145.626	124.504	287.398
NFKBIB	2.50853	1.72914	2.07255	20.2696	1.07257	1.46194	6.24711	2.45534	3.41953	2.20055	2.14371	2.48369	3.29189	19.546	1.42719	2.69024	3.09594	3.88883	3.64212	2.33828	1.73366	2.54529	2.35937	5.1326
NFKBID	2.4472	1.67543	2.44706	15.5539	1.41144	5.58296	11.8753	3.07998	11.9723	1.48842	1.78169	2.40776	3.00791	13.2598	1.75667	3.20437	2.22055	2.76201	3.20488	3.31506	2.31186	2.25541	2.28568	1.55975
NFKBIE	2.29323	3.36741	4.90592	43.9328	2.33139	3.83976	4.67473	3.1799	8.0664	2.74146	4.21362	4.267	7.03169	44.2446	1.85164	1.23386	1.92427	3.8477	4.0453	7.92491	2.53383	3.09249	4.99428	2.85859
NFKBIL1	5.04255	3.84261	3.33024	20.8299	2.43355	2.61366	3.19338	3.03816	5.78995	3.06417	3.82763	1.44483	2.70603	22.7778	1.55791	2.60746	2.21896	4.17016	3.37308	2.15644	7.38548	7.09492	4.66018	3.83204
NFKBIZ	6.17648	8.59774	4.87101	13.9363	1.58736	9.1391	3.4649	4.54852	17.2754	1.55049	3.76356	10.6928	7.55785	10.434	2.16551	6.58485	5.36257	1.75708	0.880438	9.96373	4.11836	2.61593	4.24735	1.66561
NFRKB	11.6644	12.3203	11.7364	28.801	9.15195	6.08824	14.8738	15.2675	8.70395	6.67067	9.29002	6.85029	8.67083	22.1303	4.71282	11.4157	9.20013	8.16897	3.33233	8.44123	15.96	4.25972	9.42742	7.88965
NFS1	3.28658	2.99808	2.36762	11.0049	2.50945	6.05166	3.65739	2.94075	6.32831	1.14067	2.69192	3.15464	2.29998	8.51924	3.37597	2.96731	3.9236	2.02193	2.49327	3.19163	2.18339	3.04712	2.33304	3.51026
NFU1	2.19988	3.91975	2.52636	3.78897	1.97425	2.02731	1.73787	1.96879	3.82767	0.925706	2.51673	3.38028	1.89032	4.77559	2.81004	5.04622	5.27814	1.31385	0.36662	4.17625	2.8096	1.66948	1.24249	1.14504
NFX1	16.7664	21.4771	9.52775	10.6074	5.30669	6.56132	12.9956	14.0982	7.19426	9.5259	5.45684	11.2845	6.87852	11.2475	4.12756	12.6706	8.57582	8.00092	11.8137	9.88002	17.105	5.86551	11.2045	6.74085
NFXL1	2.13437	4.0551	2.27162	6.25652	2.22786	5.26003	3.12464	6.05107	1.06684	2.59868	2.13817	3.62655	2.25882	7.49362	2.74581	3.28417	2.922	3.6904	6.5047	3.26871	2.03373	3.72973	2.63084	2.41113
NFYA	7.3409	11.433	7.88698	7.56581	4.14889	6.34639	9.80637	7.67399	1.592	2.84699	6.19466	4.247	3.41843	11.3779	9.98832	4.41101	6.39717	4.30337	6.77371	4.84962	6.88125	2.50657	4.77431	3.61145
NFYB	8.89981	20.0477	6.74399	7.56751	9.13599	5.88362	11.9233	19.0915	4.21524	8.5409	9.92526	17.2052	5.15268	8.54473	6.47458	52.624	17.9265	6.30568	9.35025	7.71047	5.93549	4.73016	3.74586	11.1687
NFYC	2.67657	6.26892	3.08123	5.73203	3.05549	2.3954	4.24929	3.85744	3.1834	1.73321	3.11278	3.14689	2.77438	15.2857	2.23955	3.10314	3.85288	2.16197	1.86846	2.26684	2.10843	2.09638	1.39592	3.28264
NGB	3.47591	0.0950657	1.55527	20.9424	1.16761	0.0391475	0.424274	0.646043	3.52974	6.59253	1.54612	0.0171898	0.142739	18.2182	0.022507	0.750873	0.629871	0.10937	0.387371	0.00929136	0.541107	7.93905	2.82594	1.37572
NGDN	3.44133	4.12267	1.7956	7.58119	4.48323	6.43726	5.91059	3.96457	3.17901	1.53867	1.55689	3.98335	3.41054	8.15111	2.30447	5.86613	5.85083	4.3379	2.47905	2.79321	4.06941	2.85655	3.3714	4.27426
NGEF	0.306132	0.0941728	0.112671	4.15009	0.22063	0.0505706	0.0155751	0.0818026	1.50959	0.11567	0.224041	0.0719091	0.0401904	4.38299	0.0239559	0.443785	0.337296	0.155303	0.0472013	0.0529765	0.303069	0.0970965	0.188394	0.103421
NGF	0.0514045	0.059936	0.305112	3.96468	0.142065	0.212817	0.0600987	0.0996781	1.81679	0.128515	0.118283	0.0470662	0.00311198	4.37934	0.0863466	0.369915	0.606269	0.0285362	0.0186326	0.119972	0.408324	0.00825245	0.018696	0.0815161
NGFR	0.690451	0.777131	0.732671	24.9291	0.410393	0.500428	0.482472	0.501848	2.80688	3.636	0.480173	0.202501	0.08988	19.1219	0.439048	0.60739	0.134845	0.057556	0.0502451	2.91234	0.131874	0.145926	1.01708	0.0699203
NGLY1	1.82675	2.75347	1.93501	4.40054	1.73275	3.77103	2.79333	3.41801	10.7324	1.12678	1.48408	5.21931	2.12367	3.71842	1.15694	3.31465	3.76574	1.55813	2.32937	4.20907	1.22295	1.49434	2.52909	1.17766
NGRN	23.5589	60.2787	16.332	18.234	17.2732	38.5189	20.8865	26.3893	12.39	30.6778	28.5876	31.6931	23.9528	17.7715	17.4672	39.4525	27.6887	19.4278	17.1532	13.726	31.6339	39.2825	41.8299	36.2695
NHEJ1	0.537359	0.458783	0.66131	2.53802	0.397422	1.90197	0.951205	0.647981	3.14045	0.683284	0.755471	0.579198	0.472202	3.2559	0.544063	1.64411	0.803964	0.926765	0.825953	0.934111	0.53437	0.649035	0.386734	0.435776
NHLH1	4.10782	0.123602	0.0751042	15.0025	0.789111	0.296044	0.0942603	0.267244	1.46881	3.44673	1.6183	0.200561	0.0281591	14.3899	0.0972592	3.6027	1.22214	0.341594	0.578855	0.0421582	0.172295	0.0796513	0.155904	2.0697
NHLH2	0.748531	0.0773642	0.0644958	8.1129	0.673356	0.314542	0.155666	0.61472	0.779676	1.53826	0.057642	0.860022	0.00719692	8.63873	0.0248576	0.0718892	0.194783	0.222731	0.0560177	0.00359161	0.0513743	0.965701	0	1.44343
